Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Teleaulax sp.,CRYPTOPHYTA,6/22/2017,27.0,2,113,863.22211,437518.24628,506.84319
Unknown Cryptophyte,CRYPTOPHYTA,6/22/2017,27.0,2,5,534.73936,6504.69605,12.16424
Unknown Cryptophyte,CRYPTOPHYTA,6/22/2017,27.0,2,1,7.63913,3871.84289,506.84319
Eucapsis microscopica,CYANOPHYCEAE,6/22/2017,27.0,2,239,25560.54149,6852.32994,0.26808
Heterocapsa rotundata,DINOPHYCEAE,6/22/2017,27.0,2,3,22.91740,4036.63620,176.13848
Heterocapsa sp.,DINOPHYCEAE,6/22/2017,27.0,2,2,15.27827,8672.92807,567.66437
Nematodinium sp.,DINOPHYCEAE,6/22/2017,27.0,2,1,7.63913,111451.47750,14589.54396
Unknown Dinoflagellate,DINOPHYCEAE,6/22/2017,27.0,2,1,7.63913,6399.74031,837.75733
Unknown Dinoflagellate,DINOPHYCEAE,6/22/2017,27.0,2,1,7.26380,41075.78986,5654.86200
Unknown Euglenophyte,EUGLENOPHYTA,6/22/2017,27.0,2,1,0.40000,286.67294,716.67522
Unknown Euglenophyte,EUGLENOPHYTA,6/22/2017,27.0,2,2,15.27827,13439.45465,879.64520
Pseudopedinella pyriformis,RAPHIDOPHYCEAE,6/22/2017,27.0,2,1,7.63913,15119.38648,1979.20170
Chaetoceros spp.,BACILLARIOPHYTA,6/22/2017,36.0,2,6,51.33498,6450.93823,125.66360
Craticula sp.,BACILLARIOPHYTA,6/22/2017,36.0,2,1,0.80001,307.62755,384.53062
Cyclotella sp.,BACILLARIOPHYTA,6/22/2017,36.0,2,1,8.55583,932.16057,108.95034
Fragilaria sp.,BACILLARIOPHYTA,6/22/2017,36.0,2,1,8.55583,967.64073,113.09724
Gomphonema sp.,BACILLARIOPHYTA,6/22/2017,36.0,2,1,8.55583,17618.89738,2059.28564
Navicula spp.,BACILLARIOPHYTA,6/22/2017,36.0,2,1,8.55583,2902.92220,339.29172
Nitzschia spp.,BACILLARIOPHYTA,6/22/2017,36.0,2,11,94.11413,12705.40723,135.00000
Paralia sulcata,BACILLARIOPHYTA,6/22/2017,36.0,2,14,119.78162,47038.09128,392.69875
Skeletonema sp.,BACILLARIOPHYTA,6/22/2017,36.0,2,6,51.33498,6047.75459,117.80963
Thalassiosira eccentrica,BACILLARIOPHYTA,6/22/2017,36.0,2,1,14.52760,572505.23118,39408.10496
Thalassiosira spp.,BACILLARIOPHYTA,6/22/2017,36.0,2,21,179.67243,1806262.70505,10053.08800
Tryblionella compressa,BACILLARIOPHYTA,6/22/2017,36.0,2,1,8.55583,4656.77104,544.28047
Tryblionella debilis,BACILLARIOPHYTA,6/22/2017,36.0,2,1,8.55583,3064.19566,358.14126
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,36.0,2,1,285.19433,6468.85751,22.68228
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,36.0,2,31,265.23072,22497.64709,84.82293
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,36.0,2,3,25.66749,3326.26503,129.59059
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,36.0,2,2,17.11166,13170.66556,769.68955
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,36.0,2,2,29.05520,39660.35116,1365.00000
Scenedesmus sp.,CHLOROPHYTA,6/22/2017,36.0,2,4,34.22332,1774.00801,51.83624
Unknown Chlorophyte,CHLOROPHYTA,6/22/2017,36.0,2,1,285.19433,4031.83640,14.13716
Cryptomonas spp.,CRYPTOPHYTA,6/22/2017,36.0,2,2,17.11166,4515.65676,263.89356
Plagioselmis prolonga,CRYPTOPHYTA,6/22/2017,36.0,2,67,573.24060,105652.03283,184.30661
Teleaulax sp.,CRYPTOPHYTA,6/22/2017,36.0,2,8,68.44664,26878.90930,392.69875
Unknown Cryptophyte,CRYPTOPHYTA,6/22/2017,36.0,2,2,17.11166,6719.72733,392.69875
Eucapsis microscopica,CYANOPHYCEAE,6/22/2017,36.0,2,218,62172.36312,16667.31300,0.26808
Heterocapsa rotundata,DINOPHYCEAE,6/22/2017,36.0,2,2,17.11166,4142.93589,242.11187
Unknown Dinoflagellate,DINOPHYCEAE,6/22/2017,36.0,2,1,8.55583,6406.14005,748.74562
Unknown Euglenophyte,EUGLENOPHYTA,6/22/2017,36.0,2,58,496.23813,386626.23139,779.11432
Achnanthidium minutissimum,BACILLARIOPHYTA,6/22/2017,657.0,2,4,25.91225,1241.43619,47.90925
Achnanthidium sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,9,64.16872,8315.66257,129.59059
Amphora sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,2,14.52760,193.71118,13.33401
Aulacoseira alpigena,BACILLARIOPHYTA,6/22/2017,657.0,2,3,19.89975,4501.21436,226.19448
Aulacoseira sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.19683,1271.78365,176.71444
Bacillaria paxillifera,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.12986,8983.62128,1260.00000
Cocconeis pediculus,BACILLARIOPHYTA,6/22/2017,657.0,2,2,0.80001,704.97981,881.21600
Cocconeis placentula,BACILLARIOPHYTA,6/22/2017,657.0,2,4,23.46468,10366.37040,441.78609
Craticula sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,6.38495,1832.37938,286.98425
Cyclotella atomus,BACILLARIOPHYTA,6/22/2017,657.0,2,2,9.94988,2703.85446,271.74754
Cyclotella meneghiniana,BACILLARIOPHYTA,6/22/2017,657.0,2,2,9.94988,8365.53815,840.76802
Cyclotella sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,2,15.64312,6301.60650,402.83561
Cymbella sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.12986,2140.16452,300.16930
Denticula sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.12986,5846.16277,819.95499
Diatoma moniliformis,BACILLARIOPHYTA,6/22/2017,657.0,2,1,6.75740,1588.19376,235.03020
Diatoma vulgaris,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.26380,14547.67558,2002.76363
Encyonema sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,4,25.53979,14987.02611,586.81085
Epithemia sorex,BACILLARIOPHYTA,6/22/2017,657.0,2,1,0.40000,84.01790,210.04265
Eunotia sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,0.40000,1739.82985,4349.53135
Fragilaria sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,6,40.54442,7403.61002,182.60492
Gomphonema olivaceum,BACILLARIOPHYTA,6/22/2017,657.0,2,1,0.40000,138.79770,346.99080
Gomphonema parvulum,BACILLARIOPHYTA,6/22/2017,657.0,2,1,6.38495,1376.71761,215.61925
Gomphonema sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,2,10.32233,708.09298,68.59816
Hippodonta sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,0.40000,179.07241,447.67657
Karayevia sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.12986,1427.94206,200.27636
Lindavia bodanica,BACILLARIOPHYTA,6/22/2017,657.0,2,1,3.39248,11265.26080,3320.66063
Luticola sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,0.40000,79.16886,197.92017
Melosira sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.12986,8601.25098,1206.37056
Navicula capitatoradiata,BACILLARIOPHYTA,6/22/2017,657.0,2,2,14.25972,16575.32740,1162.38830
Navicula spp.,BACILLARIOPHYTA,6/22/2017,657.0,2,2,9.94988,2609.29770,262.24423
Nitzschia dissipata,BACILLARIOPHYTA,6/22/2017,657.0,2,3,17.45219,3272.28565,187.50000
Nitzschia fonticola,BACILLARIOPHYTA,6/22/2017,657.0,2,1,0.40000,42.00042,105.00000
Nitzschia inconspicua,BACILLARIOPHYTA,6/22/2017,657.0,2,3,17.07973,409.91364,24.00000
Nitzschia linearis,BACILLARIOPHYTA,6/22/2017,657.0,2,1,0.40000,1936.01926,4840.00000
Nitzschia spp.,BACILLARIOPHYTA,6/22/2017,657.0,2,23,151.85534,15944.81040,105.00000
Nitzschia spp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.12986,2138.95745,300.00000
Planothidium frequentissimum,BACILLARIOPHYTA,6/22/2017,657.0,2,1,6.38495,601.76663,94.24770
Planothidium lanceolatum,BACILLARIOPHYTA,6/22/2017,657.0,2,1,6.75740,1671.78291,247.40021
Planothidium sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,3.39248,690.09048,203.41795
Psammothidium sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.12986,313.58728,43.98226
Rhoicosphenia sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,2,14.25972,5125.75275,359.45685
Skeletonema sp.,BACILLARIOPHYTA,6/22/2017,657.0,2,13,90.45342,5434.70484,60.08291
Staurosira venter,BACILLARIOPHYTA,6/22/2017,657.0,2,6,35.48967,2424.99414,68.32958
Surirella angusta,BACILLARIOPHYTA,6/22/2017,657.0,2,1,7.12986,3897.44185,546.63666
Thalassiosira spp.,BACILLARIOPHYTA,6/22/2017,657.0,2,3,17.45219,15298.27833,876.58215
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,657.0,2,4,23.83714,825.62381,34.63603
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,657.0,2,2,12.76990,541.58996,42.41147
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,657.0,2,104,772.18847,77830.94458,100.79268
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,657.0,2,1,6.38495,827.42911,129.59059
Unknown Diatom,BACILLARIOPHYTA,6/22/2017,657.0,2,5,35.27684,8422.72688,238.76084
Actinastrum hantzschii var. subtile,CHLOROPHYTA,6/22/2017,657.0,2,8,3.20003,140.74463,43.98226
Crucigenia tetrapedia,CHLOROPHYTA,6/22/2017,657.0,2,6,41.28933,990.94387,24.00000
Desmodesmus opoliensis,CHLOROPHYTA,6/22/2017,657.0,2,4,29.05520,486.82418,16.75515
Drepanochloris nannoselene,CHLOROPHYTA,6/22/2017,657.0,2,5,32.29719,684.88564,21.20573
Kirchneriella sp.,CHLOROPHYTA,6/22/2017,657.0,2,19,121.31400,1321.21206,10.89085
Monoraphidium contortum,CHLOROPHYTA,6/22/2017,657.0,2,2,14.25972,507.71273,35.60469
Monoraphidium sp.,CHLOROPHYTA,6/22/2017,657.0,2,17,109.44864,1070.21060,9.77820
Monoraphidium tortile,CHLOROPHYTA,6/22/2017,657.0,2,1,6.38495,173.84369,27.22711
Oocystis sp.,CHLOROPHYTA,6/22/2017,657.0,2,2,14.25972,2511.68475,176.13848
Scenedesmus sp.,CHLOROPHYTA,6/22/2017,657.0,2,17,112.64112,2300.16935,20.42034
Unknown Chlorophyte,CHLOROPHYTA,6/22/2017,657.0,2,16,114.07773,477.84728,4.18879
Unknown Chlorophyte,CHLOROPHYTA,6/22/2017,657.0,2,2,14.25972,753.50542,52.84154
Cryptomonas spp.,CRYPTOPHYTA,6/22/2017,657.0,2,1,6.75740,1834.18468,271.43338
Plagioselmis prolonga,CRYPTOPHYTA,6/22/2017,657.0,2,15,100.98859,13589.50627,134.56477
Teleaulax sp.,CRYPTOPHYTA,6/22/2017,657.0,2,4,26.41864,6930.21158,262.32277
Dolichospermum sp.,CYANOPHYCEAE,6/22/2017,657.0,2,10,27.93981,526.65265,18.84954
Eucapsis microscopica,CYANOPHYCEAE,6/22/2017,657.0,2,251,43741.67979,11726.37216,0.26808
Unknown Cyanophyte,CYANOPHYCEAE,6/22/2017,657.0,2,8,3.20003,30.15956,9.42477
Ceratium hirundinella,DINOPHYCEAE,6/22/2017,657.0,2,1,0.40000,26228.45290,65570.48000
Achnanthidium sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,3,15.09852,1956.62649,129.59059
Actinocyclus curvatulus,BACILLARIOPHYTA,7/25/2017,6.0,2,1,5.03284,19945.73181,3963.11579
Aulacoseira sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,27,135.88671,256140.19452,1884.95400
Chaetoceros spp.,BACILLARIOPHYTA,7/25/2017,6.0,2,26,130.85387,28365.19282,216.77000
Cocconeis placentula,BACILLARIOPHYTA,7/25/2017,6.0,2,5,25.16421,16186.63729,643.24055
Cyclotella meneghiniana,BACILLARIOPHYTA,7/25/2017,6.0,2,1,5.03284,13945.41059,2770.88238
Diploneis sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,1,7.26380,794.13194,109.32733
Entomoneis sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,1,0.40000,1337.07400,3342.65176
Epithemia sorex,BACILLARIOPHYTA,7/25/2017,6.0,2,1,5.03284,2684.72707,533.44166
Epithemia sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,2,10.06568,41265.51222,4099.62403
Fragilaria brevistriata,BACILLARIOPHYTA,7/25/2017,6.0,2,1,5.03284,699.64220,139.01536
Fragilaria sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,1,7.26380,1694.37633,233.26306
Luticola sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,1,5.03284,1802.46804,358.14126
Navicula spp.,BACILLARIOPHYTA,7/25/2017,6.0,2,2,10.06568,12648.89849,1256.63600
Nitzschia spp.,BACILLARIOPHYTA,7/25/2017,6.0,2,8,40.26273,1691.03459,42.00000
Paralia sulcata,BACILLARIOPHYTA,7/25/2017,6.0,2,2,10.06568,5739.43769,570.19859
Planothidium sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,2,10.06568,2276.80173,226.19448
Rhoicosphenia sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,1,0.40000,232.65837,581.64014
Skeletonema sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,3,15.09852,640.35049,42.41147
Staurosira venter,BACILLARIOPHYTA,7/25/2017,6.0,2,3,15.09852,1571.23036,104.06517
Surirella sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,1,7.26380,10405.86677,1432.56504
Surirella tenera,BACILLARIOPHYTA,7/25/2017,6.0,2,1,0.40000,4537.12941,11342.71070
Thalassiosira eccentrica,BACILLARIOPHYTA,7/25/2017,6.0,2,1,7.26380,9892.41939,1361.87927
Thalassiosira spp.,BACILLARIOPHYTA,7/25/2017,6.0,2,7,35.22989,8854.22895,251.32720
Ulnaria sp.,BACILLARIOPHYTA,7/25/2017,6.0,2,1,0.40000,911.07016,2277.65275
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,6.0,2,2,855.58298,21503.12744,25.13272
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,6.0,2,11,55.36125,4695.90357,84.82293
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,6.0,2,55,276.80626,23479.51783,84.82293
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,6.0,2,1,5.03284,426.90032,84.82293
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,6.0,2,1,7.26380,4375.25622,602.33705
Chlamydomonas spp.,CHLOROPHYTA,7/25/2017,6.0,2,4,20.13136,1594.28825,79.19425
Desmodesmus sp.,CHLOROPHYTA,7/25/2017,6.0,2,4,1.60002,663.51041,414.68988
Scenedesmus sp.,CHLOROPHYTA,7/25/2017,6.0,2,2,10.06568,284.60022,28.27431
Cryptomonas spp.,CRYPTOPHYTA,7/25/2017,6.0,2,25,125.82103,30831.69008,245.04402
Plagioselmis prolonga,CRYPTOPHYTA,7/25/2017,6.0,2,31,156.01807,12498.69283,80.11055
Teleaulax sp.,CRYPTOPHYTA,7/25/2017,6.0,2,44,221.44501,112237.89264,506.84319
Eucapsis microscopica,CYANOPHYCEAE,7/25/2017,6.0,2,507,216890.28511,58144.45660,0.26808
Planktolyngbya sp.,CYANOPHYCEAE,7/25/2017,6.0,2,22,110.72250,86.96118,0.78540
Unknown Cyanophyte,CYANOPHYCEAE,7/25/2017,6.0,2,55,22.00022,466.53076,21.20573
Heterocapsa rotundata,DINOPHYCEAE,7/25/2017,6.0,2,24,120.78819,18214.41383,150.79632
Heterocapsa sp.,DINOPHYCEAE,7/25/2017,6.0,2,3,15.09852,6577.42722,435.63381
Unknown Dinoflagellate,DINOPHYCEAE,7/25/2017,6.0,2,1,5.03284,1449.35295,287.97908
Unknown Dinoflagellate,DINOPHYCEAE,7/25/2017,6.0,2,1,5.03284,12517.13914,2487.09208
Unknown Euglenophyte,EUGLENOPHYTA,7/25/2017,6.0,2,1,5.03284,3288.71361,653.45072
Actinoptychus senarius,BACILLARIOPHYTA,7/25/2017,13.0,2,1,26.73697,72573.05511,2714.33376
Cocconeis placentula,BACILLARIOPHYTA,7/25/2017,13.0,2,1,26.73697,4913.80061,183.78302
Cyclotella sp.,BACILLARIOPHYTA,7/25/2017,13.0,2,1,26.73697,10499.57395,392.69875
Hippodonta sp.,BACILLARIOPHYTA,7/25/2017,13.0,2,1,26.73697,5846.16277,218.65466
Navicula spp.,BACILLARIOPHYTA,7/25/2017,13.0,2,2,53.47394,16379.33536,306.30502
Nitzschia spp.,BACILLARIOPHYTA,7/25/2017,13.0,2,2,53.47394,2085.48351,39.00000
Paralia sulcata,BACILLARIOPHYTA,7/25/2017,13.0,2,1,26.73697,12704.48447,475.16549
Planothidium sp.,BACILLARIOPHYTA,7/25/2017,13.0,2,1,26.73697,1259.94887,47.12385
Rhopalodia sp.,BACILLARIOPHYTA,7/25/2017,13.0,2,1,26.73697,6688.01413,250.14108
Thalassiosira angulata,BACILLARIOPHYTA,7/25/2017,13.0,2,1,26.73697,12704.48447,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,7/25/2017,13.0,2,7,187.15878,73497.01762,392.69875
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,13.0,2,3,2673.69681,85046.54896,31.80860
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,13.0,2,11,294.10665,17324.29701,58.90481
Pyramimonas spp.,CHLOROPHYTA,7/25/2017,13.0,2,1,45.39875,2567.23687,56.54862
Unknown Chrysophyte,CHRYSOPHYCEAE,7/25/2017,13.0,2,1,26.73697,2543.08081,95.11478
Plagioselmis prolonga,CRYPTOPHYTA,7/25/2017,13.0,2,25,668.42420,56697.69931,84.82293
Teleaulax sp.,CRYPTOPHYTA,7/25/2017,13.0,2,4,106.94787,36398.52301,340.33892
Eucapsis microscopica,CYANOPHYCEAE,7/25/2017,13.0,2,337,300345.27482,80517.26608,0.26808
Heterocapsa rotundata,DINOPHYCEAE,7/25/2017,13.0,2,2,53.47394,6999.71596,130.89958
Heterocapsa sp.,DINOPHYCEAE,7/25/2017,13.0,2,1,26.73697,6551.73414,245.04402
Heterocapsa sp.,DINOPHYCEAE,7/25/2017,13.0,2,1,26.73697,9855.60008,368.61323
Achnanthidium minutissimum,BACILLARIOPHYTA,7/25/2017,18.0,2,1,7.26380,342.29825,47.12385
Achnanthidium sp.,BACILLARIOPHYTA,7/25/2017,18.0,2,1,7.26380,1283.61843,176.71444
Actinocyclus curvatulus,BACILLARIOPHYTA,7/25/2017,18.0,2,1,4.91682,4103.01533,834.48484
Asterionellopsis glacialis,BACILLARIOPHYTA,7/25/2017,18.0,2,2,9.19474,4367.50110,475.00000
Aulacoseira sp.,BACILLARIOPHYTA,7/25/2017,18.0,2,1,0.40000,494.17702,1235.43027
Chaetoceros spp.,BACILLARIOPHYTA,7/25/2017,18.0,2,10,54.27952,12554.82873,231.29956
Cocconeis placentula,BACILLARIOPHYTA,7/25/2017,18.0,2,1,4.27791,1884.88351,440.60800
Craticula sp.,BACILLARIOPHYTA,7/25/2017,18.0,2,1,5.55573,3534.40203,636.17198
Cyclotella sp.,BACILLARIOPHYTA,7/25/2017,18.0,2,2,8.55583,2721.48957,318.08599
Eunotogramma dubium,BACILLARIOPHYTA,7/25/2017,18.0,2,1,5.55573,628.33814,113.09724
Navicula spp.,BACILLARIOPHYTA,7/25/2017,18.0,2,2,10.47256,3146.10870,300.41454
Nitzschia spp.,BACILLARIOPHYTA,7/25/2017,18.0,2,9,46.16815,4099.73140,88.80000
Odontella aurita,BACILLARIOPHYTA,7/25/2017,18.0,2,1,4.27791,16369.25576,3826.45662
Paralia sulcata,BACILLARIOPHYTA,7/25/2017,18.0,2,1,4.91682,1786.01844,363.24634
Pseudo-nitzschia sp.,BACILLARIOPHYTA,7/25/2017,18.0,2,6,25.66749,80749.92153,3146.00000
Seminavis sp.,BACILLARIOPHYTA,7/25/2017,18.0,2,1,7.26380,2760.44603,380.02778
Skeletonema sp.,BACILLARIOPHYTA,7/25/2017,18.0,2,10,46.61261,5142.15963,110.31693
Thalassionema bacillare,BACILLARIOPHYTA,7/25/2017,18.0,2,1,4.91682,2153.56903,438.00000
Thalassionema sp.,BACILLARIOPHYTA,7/25/2017,18.0,2,5,21.38957,9111.95872,426.00000
Thalassiosira angulata,BACILLARIOPHYTA,7/25/2017,18.0,2,1,4.27791,2032.71752,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,7/25/2017,18.0,2,47,231.09074,143746.48702,622.03482
Trigonium alternans,BACILLARIOPHYTA,7/25/2017,18.0,2,1,4.27791,2352.85319,550.00000
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,18.0,2,2,534.73936,14254.22159,26.65639
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,18.0,2,86,428.37484,25233.33971,58.90481
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,18.0,2,8,34.64000,14636.91879,422.54386
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,18.0,2,7,36.33450,31433.53176,865.11535
Unknown Chlorophyte,CHLOROPHYTA,7/25/2017,18.0,2,1,5.55573,436.34593,78.53975
Octactis speculum,CHRYSOPHYCEAE,7/25/2017,18.0,2,1,7.26380,17611.24490,2424.52208
Unknown Chrysophyte,CHRYSOPHYCEAE,7/25/2017,18.0,2,1,4.27791,2239.90911,523.59833
Plagioselmis nannoplanctica,CRYPTOPHYTA,7/25/2017,18.0,2,1,7.26380,3911.70832,538.52089
Plagioselmis prolonga,CRYPTOPHYTA,7/25/2017,18.0,2,49,244.75784,26079.50174,106.55226
Teleaulax sp.,CRYPTOPHYTA,7/25/2017,18.0,2,41,200.72866,57910.75554,288.50268
Eucapsis microscopica,CYANOPHYCEAE,7/25/2017,18.0,2,261,82349.86170,22076.54417,0.26808
Gyrodinium spp.,DINOPHYCEAE,7/25/2017,18.0,2,1,0.40000,301.59564,753.98160
Heterocapsa rotundata,DINOPHYCEAE,7/25/2017,18.0,2,7,31.00099,3408.73441,109.95565
Heterocapsa sp.,DINOPHYCEAE,7/25/2017,18.0,2,1,6.40977,4218.87359,658.19452
Unknown Dinoflagellate,DINOPHYCEAE,7/25/2017,18.0,2,2,8.55583,3942.24003,460.76653
Unknown Dinoflagellate,DINOPHYCEAE,7/25/2017,18.0,2,1,4.27791,5299.62495,1238.83366
Unknown Euglenophyte,EUGLENOPHYTA,7/25/2017,18.0,2,1,5.55573,11126.82122,2002.76363
Heterosigma akashiwo,RAPHIDOPHYCEAE,7/25/2017,18.0,2,1,0.40000,272.27384,680.67783
Unknown Raphidophyte,RAPHIDOPHYCEAE,7/25/2017,18.0,2,1,4.27791,2239.90911,523.59833
Actinocyclus curvatulus,BACILLARIOPHYTA,7/25/2017,22.0,2,1,4.27791,80670.32654,18857.39398
Chaetoceros spp.,BACILLARIOPHYTA,7/25/2017,22.0,2,3,12.83374,2015.91820,157.07950
Cyclotella sp.,BACILLARIOPHYTA,7/25/2017,22.0,2,1,0.40000,100.53188,251.32720
Paralia sulcata,BACILLARIOPHYTA,7/25/2017,22.0,2,1,4.27791,1679.93183,392.69875
Skeletonema sp.,BACILLARIOPHYTA,7/25/2017,22.0,2,4,17.11166,1090.20856,63.71145
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,22.0,2,18,77.00247,6103.39394,79.26232
Kephyrion sp.,CHRYSOPHYCEAE,7/25/2017,22.0,2,1,4.27791,104.82775,24.50440
Plagioselmis prolonga,CRYPTOPHYTA,7/25/2017,22.0,2,148,633.13140,116690.30491,184.30661
Teleaulax sp.,CRYPTOPHYTA,7/25/2017,22.0,2,37,158.28285,70196.51155,443.48779
Unknown Cryptophyte,CRYPTOPHYTA,7/25/2017,22.0,2,3,641.68723,16127.34558,25.13272
Eucapsis microscopica,CYANOPHYCEAE,7/25/2017,22.0,2,265,56682.37234,15195.54339,0.26808
Unknown Dinoflagellate,DINOPHYCEAE,7/25/2017,22.0,2,1,0.40000,147.44676,368.61323
Unknown Raphidophyte,RAPHIDOPHYCEAE,7/25/2017,22.0,2,1,4.27791,279.98864,65.44979
Actinocyclus curvatulus,BACILLARIOPHYTA,7/25/2017,27.0,2,1,21.38957,4199.82958,196.34938
Actinoptychus senarius,BACILLARIOPHYTA,7/25/2017,27.0,2,4,85.55830,65853.32779,769.68955
Amphora sp.,BACILLARIOPHYTA,7/25/2017,27.0,2,2,72.63801,21066.56178,290.02120
Aulacoseira sp.,BACILLARIOPHYTA,7/25/2017,27.0,2,1,21.38957,36908.10233,1725.51831
Cyclotella sp.,BACILLARIOPHYTA,7/25/2017,27.0,2,1,21.38957,5375.78186,251.32720
Diploneis elliptica,BACILLARIOPHYTA,7/25/2017,27.0,2,1,21.38957,48382.03674,2261.94480
Fragilaria capucina,BACILLARIOPHYTA,7/25/2017,27.0,2,2,4.00004,1489.12847,372.27841
Nitzschia spp.,BACILLARIOPHYTA,7/25/2017,27.0,2,1,21.38957,834.19340,39.00000
Paralia sulcata,BACILLARIOPHYTA,7/25/2017,27.0,2,12,256.67489,100795.90988,392.69875
Thalassiosira spp.,BACILLARIOPHYTA,7/25/2017,27.0,2,9,192.50617,91472.28822,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,7/25/2017,27.0,2,2,42.77915,181432.63778,4241.14650
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,27.0,2,16,342.23319,27126.19527,79.26232
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,27.0,2,4,85.55830,7257.30551,84.82293
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,27.0,2,1,21.38957,3422.81460,160.02257
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,27.0,2,1,21.38957,3931.04049,183.78302
Unknown Diatom,BACILLARIOPHYTA,7/25/2017,27.0,2,1,21.38957,10587.83936,495.00000
Plagioselmis prolonga,CRYPTOPHYTA,7/25/2017,27.0,2,17,363.62277,30843.54842,84.82293
Teleaulax sp.,CRYPTOPHYTA,7/25/2017,27.0,2,2,42.77915,18972.03015,443.48779
Eucapsis microscopica,CYANOPHYCEAE,7/25/2017,27.0,2,362,387151.29787,103788.42845,0.26808
Unknown Dinoflagellate,DINOPHYCEAE,7/25/2017,27.0,2,1,21.38957,3583.85457,167.55147
Unknown Euglenophyte,EUGLENOPHYTA,7/25/2017,27.0,2,1,21.38957,10583.57054,494.80043
Unknown Raphidophyte,RAPHIDOPHYCEAE,7/25/2017,27.0,2,3,64.16872,7257.30551,113.09724
Achnanthidium sp.,BACILLARIOPHYTA,7/25/2017,34.0,2,1,71.29858,6383.74096,89.53532
Actinoptychus senarius,BACILLARIOPHYTA,7/25/2017,34.0,2,1,71.29858,487852.20382,6842.38302
Chaetoceros sp.,BACILLARIOPHYTA,7/25/2017,34.0,2,3,213.89574,16799.31831,78.53975
Cyclostephanos sp.,BACILLARIOPHYTA,7/25/2017,34.0,2,1,71.29858,33878.62527,475.16549
Gyrosigma fasciola var. globifera,BACILLARIOPHYTA,7/25/2017,34.0,2,1,121.06334,253022.38680,2090.00000
Melosira sp.,BACILLARIOPHYTA,7/25/2017,34.0,2,1,6.66673,55418.19885,8312.64714
